customer_id,gender,age_group,join_date,city
CUST00064,Laki-laki,36-45,2025-05-12,Ternate
CUST00065,Perempuan,46+,2025-08-24,Bitung
CUST00066,Laki-laki,26-35,2025-09-20,Manado
CUST00067,Laki-laki,26-35,2025-12-11,Bandung
CUST00068,Laki-laki,36-45,2025-04-12,Surabaya
CUST00069,Laki-laki,26-35,2026-01-04,Manado
CUST00070,Perempuan,26-35,2024-10-21,Jayapura
CUST00071,Perempuan,18-25,2025-04-20,Banjar
CUST00072,Perempuan,26-35,2025-10-23,Makassar
CUST00073,Laki-laki,26-35,2025-01-15,Malang
CUST00074,Perempuan,46+,2025-09-18,Prabumulih
CUST00075,Perempuan,26-35,2026-02-22,Padangpanjang
CUST00076,Laki-laki,36-45,2026-01-21,Depok
CUST00077,Perempuan,18-25,2025-04-12,Samarinda
CUST00078,Perempuan,26-35,2025-05-15,Depok
CUST00079,Laki-laki,26-35,2025-11-20,Payakumbuh
CUST00080,Perempuan,18-25,2024-07-24,Pekalongan
CUST00081,Laki-laki,18-25,2025-11-12,Payakumbuh
CUST00082,Perempuan,26-35,2026-04-10,Langsa
CUST00083,Laki-laki,18-25,2026-05-18,Malang
CUST00084,Laki-laki,18-25,2026-02-10,Banjarbaru
CUST00085,Perempuan,46+,2025-06-11,Singkawang
CUST00086,Laki-laki,46+,2025-04-29,Solok
CUST00087,Perempuan,36-45,2025-06-28,Serang
CUST00088,Perempuan,46+,2024-11-04,Kota Administrasi Jakarta Pusat
CUST00089,Laki-laki,18-25,2025-12-06,Denpasar
CUST00090,Perempuan,46+,2024-08-20,Sabang
CUST00091,Perempuan,26-35,2025-09-14,Palopo
CUST00092,Laki-laki,36-45,2024-12-14,Cilegon
CUST00093,Perempuan,46+,2025-12-03,Blitar
CUST00094,Laki-laki,26-35,2025-09-16,Probolinggo
CUST00095,Laki-laki,36-45,2024-12-13,Bengkulu
CUST00096,Perempuan,36-45,2025-12-01,Padang
CUST00097,Perempuan,26-35,2026-01-21,Lhokseumawe
CUST00098,Perempuan,26-35,2025-06-02,Batu
CUST00099,Laki-laki,46+,2024-09-30,Serang
CUST00100,Laki-laki,46+,2025-11-20,Makassar
CUST00101,Laki-laki,26-35,2026-05-16,Banda Aceh
CUST00102,Laki-laki,46+,2024-08-01,Gorontalo
CUST00103,Laki-laki,26-35,2024-06-02,Padang
CUST00104,Laki-laki,18-25,2026-04-22,Banjarmasin
CUST00105,Perempuan,26-35,2024-07-07,Banjar
CUST00106,Perempuan,18-25,2025-07-09,Lubuklinggau
CUST00107,Perempuan,18-25,2026-03-27,Tarakan
CUST00108,Laki-laki,26-35,2025-05-14,Cirebon
CUST00109,Perempuan,18-25,2025-05-13,Kota Administrasi Jakarta Selatan
CUST00110,Perempuan,18-25,2025-01-06,Madiun
CUST00111,Perempuan,46+,2024-08-08,Bitung
CUST00112,Laki-laki,18-25,2025-08-20,Palu
CUST00113,Laki-laki,18-25,2026-03-14,Samarinda
CUST00114,Perempuan,26-35,2025-12-29,Banjarmasin
CUST00115,Perempuan,36-45,2024-08-30,Meulaboh
CUST00116,Laki-laki,26-35,2026-04-01,Pagaralam
CUST00117,Laki-laki,46+,2026-01-20,Sorong
CUST00118,Perempuan,26-35,2024-05-19,Cirebon
CUST00119,Perempuan,36-45,2025-05-28,Bandar Lampung
CUST00120,Laki-laki,26-35,2024-09-24,Bau-Bau
CUST00121,Perempuan,46+,2025-02-28,Parepare
CUST00122,Perempuan,46+,2025-01-18,Bitung
CUST00123,Laki-laki,36-45,2025-01-16,Pontianak
CUST00124,Laki-laki,26-35,2024-07-16,Magelang
CUST00125,Laki-laki,26-35,2024-09-10,Bogor
CUST00126,Perempuan,26-35,2025-04-04,Lubuklinggau
CUST00127,Laki-laki,26-35,2026-05-15,Ternate
CUST00128,Laki-laki,18-25,2025-04-28,Bontang
CUST00129,Perempuan,18-25,2024-07-31,Pangkalpinang
CUST00130,Perempuan,46+,2025-09-03,Pekanbaru
CUST00131,Laki-laki,18-25,2024-10-20,Tangerang Selatan
CUST00132,Laki-laki,18-25,2025-07-07,Pekanbaru
CUST00133,Perempuan,46+,2025-11-10,Sorong
CUST00134,Laki-laki,18-25,2025-07-09,Makassar
CUST00135,Perempuan,46+,2024-07-05,Denpasar
CUST00136,Perempuan,36-45,2026-05-01,Kendari
CUST00137,Perempuan,36-45,2024-11-27,Bandung
CUST00138,Laki-laki,18-25,2025-09-01,Kupang
CUST00139,Perempuan,18-25,2024-08-07,Madiun
CUST00140,Perempuan,18-25,2024-12-09,Salatiga
CUST00141,Laki-laki,36-45,2024-07-14,Kotamobagu
CUST00142,Perempuan,36-45,2025-09-19,Kota Administrasi Jakarta Barat
CUST00143,Perempuan,18-25,2026-05-02,Makassar
CUST00144,Perempuan,18-25,2025-08-31,Pematangsiantar
CUST00145,Perempuan,26-35,2024-05-27,Padangpanjang
CUST00146,Perempuan,18-25,2025-08-19,Banda Aceh
CUST00147,Laki-laki,46+,2026-02-01,Banjarbaru
CUST00148,Laki-laki,36-45,2026-01-18,Pangkalpinang
CUST00149,Laki-laki,18-25,2025-04-04,Kotamobagu
CUST00150,Laki-laki,46+,2025-12-01,Pangkalpinang
CUST00151,Laki-laki,36-45,2024-10-19,Sawahlunto
CUST00152,Laki-laki,26-35,2024-12-29,Batam
CUST00153,Perempuan,46+,2024-12-14,Makassar
CUST00154,Perempuan,36-45,2025-05-28,Kediri
CUST00155,Laki-laki,26-35,2025-10-19,Yogyakarta
CUST00156,Perempuan,18-25,2024-08-10,Bukittinggi
CUST00157,Laki-laki,26-35,2026-02-09,Gorontalo
CUST00158,Laki-laki,18-25,2026-01-15,Kota Administrasi Jakarta Timur
CUST00159,Perempuan,46+,2024-10-14,Surakarta
CUST00160,Perempuan,46+,2025-10-12,Batu
CUST00161,Laki-laki,26-35,2024-09-14,Medan
CUST00162,Perempuan,36-45,2024-12-06,Langsa
CUST00163,Laki-laki,26-35,2025-03-19,Sabang
CUST00164,Laki-laki,36-45,2025-12-28,Banjarmasin
CUST00165,Laki-laki,36-45,2024-06-05,Sibolga
CUST00166,Laki-laki,46+,2024-08-15,Malang
CUST00167,Perempuan,26-35,2024-11-26,Palopo
CUST00168,Laki-laki,26-35,2025-09-23,Cilegon
CUST00169,Laki-laki,18-25,2024-07-08,Semarang
CUST00170,Perempuan,26-35,2024-11-28,Tanjungpinang
CUST00171,Perempuan,46+,2025-08-19,Bandar Lampung
CUST00172,Laki-laki,26-35,2026-03-23,Banjarmasin
CUST00173,Laki-laki,26-35,2024-11-10,Bima
CUST00174,Laki-laki,26-35,2024-11-16,Ambon
CUST00175,Perempuan,26-35,2024-06-27,Batam
CUST00176,Perempuan,26-35,2025-11-12,Kota Administrasi Jakarta Barat
CUST00177,Perempuan,46+,2024-07-14,Parepare
CUST00178,Laki-laki,26-35,2024-10-22,Langsa
CUST00179,Perempuan,36-45,2026-02-18,Cimahi
CUST00180,Perempuan,46+,2025-03-14,Pariaman
CUST00181,Perempuan,46+,2025-03-09,Batu
CUST00182,Laki-laki,18-25,2025-04-01,Bandung
CUST00183,Laki-laki,36-45,2024-07-10,Denpasar
CUST00184,Perempuan,18-25,2025-12-08,Kotamobagu
CUST00185,Perempuan,46+,2024-11-08,Palangkaraya
CUST00186,Perempuan,46+,2026-04-05,Lubuklinggau
CUST00187,Perempuan,36-45,2024-06-09,Banjarmasin
CUST00188,Laki-laki,26-35,2025-08-31,Balikpapan
CUST00189,Perempuan,36-45,2026-02-11,Payakumbuh
CUST00190,Laki-laki,46+,2025-02-05,Bau-Bau
CUST00191,Laki-laki,36-45,2026-05-05,Medan
CUST00192,Laki-laki,18-25,2024-11-03,Kotamobagu
CUST00193,Laki-laki,26-35,2025-07-29,Madiun
CUST00194,Laki-laki,18-25,2024-08-07,Prabumulih
CUST00195,Perempuan,18-25,2026-05-08,Sibolga
CUST00196,Perempuan,46+,2025-11-14,Palangkaraya
CUST00197,Perempuan,36-45,2025-08-06,Balikpapan
CUST00198,Laki-laki,36-45,2025-05-03,Batam
CUST00199,Perempuan,26-35,2025-04-23,Probolinggo
CUST00200,Laki-laki,26-35,2025-06-26,Jayapura
CUST00201,Perempuan,18-25,2025-10-13,Tegal
CUST00202,Laki-laki,46+,2025-01-24,Tebingtinggi
CUST00203,Laki-laki,46+,2025-08-12,Sabang
CUST00204,Perempuan,36-45,2026-02-20,Kota Administrasi Jakarta Utara
CUST00205,Laki-laki,26-35,2025-09-28,Malang
CUST00206,Perempuan,18-25,2025-07-01,Bandar Lampung
CUST00207,Perempuan,26-35,2025-10-30,Blitar
CUST00208,Laki-laki,46+,2025-09-15,Bukittinggi
CUST00209,Perempuan,26-35,2025-10-09,Magelang
CUST00210,Perempuan,26-35,2025-03-22,Bitung
CUST00211,Laki-laki,36-45,2024-10-10,Pariaman
CUST00212,Laki-laki,18-25,2025-06-26,Binjai
CUST00213,Perempuan,46+,2024-10-04,Madiun
CUST00214,Perempuan,26-35,2024-06-28,Pekalongan
CUST00215,Perempuan,46+,2025-01-19,Samarinda
CUST00216,Perempuan,18-25,2025-08-25,Padang Sidempuan
CUST00217,Laki-laki,18-25,2025-07-01,Kediri
CUST00218,Perempuan,26-35,2026-05-17,Makassar
CUST00219,Perempuan,36-45,2025-10-04,Langsa
CUST00220,Perempuan,18-25,2025-08-25,Salatiga
CUST00221,Laki-laki,26-35,2024-06-11,Solok
CUST00222,Laki-laki,36-45,2025-07-23,Tual
CUST00223,Laki-laki,18-25,2024-12-03,Tegal
CUST00224,Laki-laki,26-35,2024-11-09,Langsa
CUST00225,Perempuan,36-45,2026-04-01,Bekasi
CUST00226,Laki-laki,36-45,2024-11-24,Surakarta
CUST00227,Laki-laki,46+,2024-12-26,Metro
CUST00228,Laki-laki,46+,2024-07-13,Denpasar
CUST00229,Perempuan,18-25,2024-05-20,Padang Sidempuan
CUST00230,Laki-laki,26-35,2025-10-18,Ambon
CUST00231,Perempuan,26-35,2024-10-24,Purwokerto
CUST00232,Perempuan,36-45,2024-08-29,Palangkaraya
CUST00233,Perempuan,46+,2025-11-14,Sungai Penuh
CUST00234,Laki-laki,26-35,2026-02-27,Ternate
CUST00235,Perempuan,26-35,2025-06-12,Probolinggo
CUST00236,Perempuan,36-45,2024-08-12,Pekalongan
CUST00237,Perempuan,26-35,2025-03-23,Pangkalpinang
CUST00238,Laki-laki,36-45,2024-07-19,Batam
CUST00239,Laki-laki,46+,2025-05-31,Bitung
CUST00240,Perempuan,36-45,2024-06-06,Medan
CUST00241,Perempuan,46+,2025-06-14,Palembang
CUST00242,Perempuan,26-35,2024-06-23,Kendari
CUST00243,Laki-laki,18-25,2025-06-10,Kota Administrasi Jakarta Timur
CUST00244,Laki-laki,36-45,2026-05-09,Yogyakarta
CUST00245,Perempuan,46+,2024-08-26,Kota Administrasi Jakarta Selatan
CUST00246,Perempuan,36-45,2025-01-27,Palu
CUST00247,Perempuan,18-25,2024-10-20,Palopo
CUST00248,Laki-laki,46+,2025-09-13,Solok
CUST00249,Perempuan,46+,2025-09-19,Tarakan
CUST00250,Perempuan,46+,2026-02-24,Surakarta
CUST00251,Perempuan,36-45,2026-01-03,Tidore Kepulauan
CUST00252,Perempuan,26-35,2025-05-03,Parepare
CUST00253,Laki-laki,46+,2025-04-24,Bitung
CUST00254,Laki-laki,18-25,2025-03-05,Mojokerto
CUST00255,Laki-laki,26-35,2024-06-15,Mataram
CUST00256,Laki-laki,46+,2025-04-18,Makassar
CUST00257,Laki-laki,36-45,2024-08-14,Tangerang
CUST00258,Perempuan,18-25,2024-07-03,Kota Administrasi Jakarta Selatan
CUST00259,Laki-laki,46+,2025-06-22,Lhokseumawe
CUST00260,Perempuan,18-25,2025-07-14,Madiun
CUST00261,Perempuan,18-25,2025-05-19,Bengkulu
CUST00262,Laki-laki,36-45,2024-07-14,Surakarta
CUST00263,Perempuan,36-45,2024-12-30,Singkawang
CUST00264,Perempuan,36-45,2024-08-01,Banda Aceh
CUST00265,Laki-laki,36-45,2025-02-17,Ambon
CUST00266,Laki-laki,36-45,2025-11-10,Manado
CUST00267,Perempuan,26-35,2025-04-21,Tidore Kepulauan
CUST00268,Laki-laki,46+,2025-07-01,Surabaya
CUST00269,Laki-laki,36-45,2026-04-04,Bontang
CUST00270,Laki-laki,36-45,2024-07-02,Jayapura
CUST00271,Perempuan,36-45,2025-09-02,Tanjungbalai
CUST00272,Laki-laki,36-45,2025-01-19,Kota Administrasi Jakarta Selatan
CUST00273,Laki-laki,46+,2024-09-08,Gorontalo
CUST00274,Perempuan,36-45,2026-01-09,Bukittinggi
CUST00275,Perempuan,46+,2025-10-12,Lubuklinggau
CUST00276,Perempuan,18-25,2025-02-12,Purwokerto
CUST00277,Laki-laki,26-35,2025-02-27,Surabaya
CUST00278,Laki-laki,46+,2025-07-13,Pematangsiantar
CUST00279,Laki-laki,26-35,2024-05-24,Jayapura
CUST00280,Laki-laki,46+,2024-08-05,Tanjungpinang
CUST00281,Perempuan,18-25,2024-11-09,Bogor
CUST00282,Perempuan,46+,2024-12-17,Kendari
CUST00283,Laki-laki,18-25,2024-07-27,Sorong
CUST00284,Laki-laki,46+,2025-01-26,Medan
CUST00285,Laki-laki,26-35,2025-06-03,Bontang
CUST00286,Perempuan,36-45,2024-07-07,Lhokseumawe
CUST00287,Laki-laki,18-25,2024-08-26,Surabaya
CUST00288,Laki-laki,36-45,2026-02-08,Tangerang
CUST00289,Perempuan,26-35,2026-03-24,Payakumbuh
CUST00290,Laki-laki,18-25,2025-09-02,Balikpapan
CUST00291,Laki-laki,46+,2024-12-26,Pagaralam
CUST00292,Perempuan,26-35,2025-10-06,Tarakan
CUST00293,Laki-laki,36-45,2024-06-20,Balikpapan
CUST00294,Laki-laki,26-35,2025-09-13,Manado
CUST00295,Laki-laki,36-45,2024-07-16,Gorontalo
CUST00296,Perempuan,36-45,2024-11-22,Kota Administrasi Jakarta Pusat
CUST00297,Perempuan,46+,2024-06-19,Purwokerto
CUST00298,Perempuan,36-45,2025-12-24,Palopo
CUST00299,Perempuan,36-45,2024-11-12,Pematangsiantar
CUST00300,Laki-laki,26-35,2024-12-23,Madiun
CUST00301,Laki-laki,46+,2025-03-18,Solok
CUST00302,Laki-laki,36-45,2025-05-19,Tasikmalaya
CUST00303,Perempuan,46+,2026-03-29,Singkawang
CUST00304,Perempuan,26-35,2026-04-20,Kota Administrasi Jakarta Utara
CUST00305,Laki-laki,26-35,2025-06-30,Pasuruan
CUST00306,Laki-laki,18-25,2025-02-15,Bitung
CUST00307,Laki-laki,46+,2024-07-29,Tebingtinggi
CUST00308,Perempuan,18-25,2026-02-20,Sawahlunto
CUST00309,Laki-laki,18-25,2024-07-04,Kota Administrasi Jakarta Utara
CUST00310,Laki-laki,18-25,2025-05-17,Blitar
CUST00311,Laki-laki,26-35,2024-06-19,Yogyakarta
CUST00312,Perempuan,46+,2024-11-09,Palu
CUST00313,Perempuan,18-25,2025-01-29,Pematangsiantar
CUST00314,Laki-laki,26-35,2026-04-01,Batam
CUST00315,Perempuan,26-35,2025-07-25,Pekalongan
CUST00316,Perempuan,36-45,2025-10-05,Magelang
CUST00317,Perempuan,26-35,2024-10-28,Bontang
CUST00318,Laki-laki,46+,2024-09-29,Kotamobagu
CUST00319,Laki-laki,18-25,2024-10-03,Banjarbaru
CUST00320,Perempuan,18-25,2026-02-21,Pagaralam
CUST00321,Laki-laki,26-35,2025-06-13,Padang Sidempuan
CUST00322,Perempuan,18-25,2024-08-16,Medan
CUST00323,Laki-laki,26-35,2026-01-01,Payakumbuh
CUST00324,Laki-laki,26-35,2025-09-12,Tidore Kepulauan
CUST00325,Laki-laki,26-35,2025-12-03,Meulaboh
CUST00326,Perempuan,36-45,2025-05-27,Palangkaraya
CUST00327,Perempuan,26-35,2026-02-23,Serang
CUST00328,Laki-laki,18-25,2026-03-12,Jambi
CUST00329,Laki-laki,46+,2024-11-12,Bandar Lampung
CUST00330,Perempuan,36-45,2024-12-22,Lubuklinggau
CUST00331,Perempuan,36-45,2024-07-26,Sungai Penuh
CUST00332,Perempuan,26-35,2024-07-16,Pekanbaru
CUST00333,Laki-laki,18-25,2026-05-10,Palangkaraya
CUST00334,Perempuan,18-25,2024-12-29,Pekanbaru
CUST00335,Laki-laki,18-25,2025-12-08,Subulussalam
CUST00336,Perempuan,26-35,2024-12-22,Probolinggo
CUST00337,Perempuan,46+,2025-06-15,Probolinggo
CUST00338,Perempuan,36-45,2025-08-28,Bandung
CUST00339,Laki-laki,18-25,2025-06-12,Bogor
CUST00340,Laki-laki,46+,2024-10-03,Balikpapan
CUST00341,Perempuan,46+,2025-02-28,Blitar
CUST00342,Laki-laki,18-25,2025-04-14,Bima
CUST00343,Perempuan,46+,2024-08-19,Banda Aceh
CUST00344,Laki-laki,46+,2025-06-11,Sawahlunto
CUST00345,Perempuan,36-45,2024-10-13,Makassar
CUST00346,Laki-laki,36-45,2025-09-24,Tasikmalaya
CUST00347,Laki-laki,26-35,2025-11-06,Purwokerto
CUST00348,Laki-laki,36-45,2024-07-13,Tarakan
CUST00349,Laki-laki,36-45,2025-05-18,Tomohon
CUST00350,Perempuan,36-45,2024-08-17,Surabaya
CUST00351,Laki-laki,46+,2025-07-04,Manado
CUST00352,Perempuan,18-25,2025-08-15,Palu
CUST00353,Laki-laki,36-45,2025-06-08,Tangerang
CUST00354,Perempuan,46+,2025-06-18,Dumai
CUST00355,Perempuan,26-35,2025-09-10,Banda Aceh
CUST00356,Laki-laki,46+,2025-02-18,Ambon
CUST00357,Perempuan,18-25,2024-10-14,Sorong
CUST00358,Laki-laki,26-35,2025-06-05,Bukittinggi
CUST00359,Laki-laki,26-35,2024-09-04,Padangpanjang
CUST00360,Perempuan,18-25,2025-10-21,Bogor
CUST00361,Laki-laki,26-35,2024-06-06,Solok
CUST00362,Perempuan,26-35,2024-11-01,Parepare
CUST00363,Laki-laki,36-45,2025-06-10,Pematangsiantar
CUST00364,Laki-laki,18-25,2026-05-17,Madiun
CUST00365,Laki-laki,46+,2026-01-29,Solok
CUST00366,Perempuan,46+,2024-09-08,Balikpapan
CUST00367,Laki-laki,46+,2026-03-22,Surabaya
CUST00368,Laki-laki,46+,2025-05-02,Tual
CUST00369,Laki-laki,36-45,2024-05-28,Kota Administrasi Jakarta Pusat
CUST00370,Perempuan,18-25,2025-01-07,Batam
CUST00371,Laki-laki,46+,2025-05-14,Surabaya
CUST00372,Perempuan,26-35,2025-01-15,Pagaralam
CUST00373,Laki-laki,36-45,2025-03-10,Surakarta
CUST00374,Laki-laki,46+,2024-08-10,Bitung
CUST00375,Laki-laki,36-45,2026-01-09,Langsa
CUST00376,Laki-laki,26-35,2025-07-18,Depok
CUST00377,Perempuan,46+,2025-12-17,Kota Administrasi Jakarta Selatan
CUST00378,Perempuan,26-35,2026-01-20,Tebingtinggi
CUST00379,Perempuan,46+,2024-11-15,Parepare
CUST00380,Laki-laki,46+,2025-08-04,Pariaman
CUST00381,Perempuan,46+,2025-09-04,Payakumbuh
CUST00382,Laki-laki,18-25,2025-06-04,Tegal
CUST00383,Laki-laki,46+,2024-07-23,Tual
CUST00384,Laki-laki,26-35,2025-03-16,Meulaboh
CUST00385,Laki-laki,46+,2026-04-01,Makassar
CUST00386,Laki-laki,36-45,2026-04-28,Tasikmalaya
CUST00387,Laki-laki,46+,2024-08-11,Sukabumi
CUST00388,Laki-laki,46+,2025-03-21,Tangerang Selatan
CUST00389,Perempuan,18-25,2025-12-14,Kota Administrasi Jakarta Timur
CUST00390,Laki-laki,46+,2025-09-04,Palangkaraya
CUST00391,Laki-laki,46+,2025-06-06,Pasuruan
CUST00392,Laki-laki,46+,2025-12-04,Kota Administrasi Jakarta Timur
CUST00393,Perempuan,36-45,2025-08-19,Tangerang
CUST00394,Laki-laki,46+,2026-04-11,Sungai Penuh
CUST00395,Perempuan,36-45,2026-01-09,Kupang
CUST00396,Laki-laki,26-35,2024-08-26,Bukittinggi
CUST00397,Perempuan,18-25,2024-12-21,Sungai Penuh
CUST00398,Perempuan,46+,2025-06-17,Singkawang
CUST00399,Perempuan,36-45,2025-04-16,Metro
CUST00400,Perempuan,36-45,2025-08-03,Palu
CUST00401,Laki-laki,46+,2025-07-25,Tangerang Selatan
CUST00402,Laki-laki,36-45,2025-02-17,Bekasi
CUST00403,Laki-laki,18-25,2025-12-03,Cirebon
CUST00404,Laki-laki,36-45,2026-01-28,Tual
CUST00405,Laki-laki,18-25,2024-11-01,Batam
CUST00406,Laki-laki,36-45,2026-04-10,Bitung
CUST00407,Perempuan,46+,2026-03-03,Kotamobagu
CUST00408,Laki-laki,26-35,2026-05-14,Kendari
CUST00409,Perempuan,36-45,2025-12-04,Kendari
CUST00410,Laki-laki,36-45,2026-03-03,Kota Administrasi Jakarta Selatan
CUST00411,Perempuan,26-35,2025-12-04,Tanjungpinang
CUST00412,Perempuan,36-45,2025-02-06,Bima
CUST00413,Perempuan,36-45,2026-02-08,Banjarbaru
CUST00414,Laki-laki,18-25,2024-11-15,Kota Administrasi Jakarta Timur
CUST00415,Perempuan,46+,2025-01-13,Pekalongan
CUST00416,Perempuan,18-25,2025-01-07,Payakumbuh
CUST00417,Perempuan,36-45,2025-03-20,Bandung
CUST00418,Laki-laki,18-25,2025-01-28,Bengkulu
CUST00419,Perempuan,26-35,2024-12-09,Surakarta
CUST00420,Perempuan,26-35,2026-04-25,Banda Aceh
CUST00421,Perempuan,18-25,2026-05-04,Magelang
CUST00422,Perempuan,18-25,2025-03-07,Tasikmalaya
CUST00423,Laki-laki,26-35,2026-03-20,Padang Sidempuan
CUST00424,Perempuan,36-45,2025-08-05,Malang
CUST00425,Laki-laki,18-25,2025-07-21,Makassar
CUST00426,Laki-laki,36-45,2024-08-10,Kota Administrasi Jakarta Pusat
CUST00427,Laki-laki,36-45,2026-02-28,Cilegon
CUST00428,Perempuan,46+,2026-05-18,Tidore Kepulauan
CUST00429,Perempuan,36-45,2025-08-22,Kota Administrasi Jakarta Pusat
CUST00430,Perempuan,36-45,2025-12-09,Bengkulu
CUST00431,Laki-laki,46+,2025-05-01,Balikpapan
CUST00432,Laki-laki,26-35,2026-03-27,Cilegon
CUST00433,Laki-laki,18-25,2024-07-08,Cirebon
CUST00434,Laki-laki,18-25,2024-10-28,Tarakan
CUST00435,Laki-laki,36-45,2025-09-11,Blitar
CUST00436,Perempuan,18-25,2025-08-25,Tanjungpinang
CUST00437,Perempuan,36-45,2025-04-20,Meulaboh
CUST00438,Perempuan,36-45,2026-01-23,Pematangsiantar
CUST00439,Perempuan,18-25,2026-02-18,Pasuruan
CUST00440,Perempuan,18-25,2024-08-18,Sungai Penuh
CUST00441,Laki-laki,46+,2024-06-17,Kota Administrasi Jakarta Utara
CUST00442,Laki-laki,46+,2024-07-14,Blitar
CUST00443,Perempuan,36-45,2024-09-29,Padang Sidempuan
CUST00444,Perempuan,26-35,2024-12-06,Pariaman
CUST00445,Perempuan,26-35,2025-11-26,Palangkaraya
CUST00446,Laki-laki,46+,2024-07-01,Padang
CUST00447,Perempuan,36-45,2025-03-09,Purwokerto
CUST00448,Perempuan,18-25,2025-05-19,Bekasi
CUST00449,Laki-laki,46+,2025-12-24,Banjarbaru
CUST00450,Perempuan,36-45,2025-04-01,Banjarbaru
CUST00451,Perempuan,26-35,2026-03-15,Sorong
CUST00452,Perempuan,26-35,2026-03-02,Balikpapan
CUST00453,Laki-laki,36-45,2025-06-18,Parepare
CUST00454,Perempuan,36-45,2025-12-21,Pasuruan
CUST00455,Laki-laki,46+,2025-10-16,Ternate
CUST00456,Laki-laki,46+,2024-11-05,Bitung
CUST00457,Laki-laki,46+,2024-11-16,Tarakan
CUST00458,Laki-laki,18-25,2026-04-11,Sabang
CUST00459,Laki-laki,46+,2026-05-13,Serang
CUST00460,Perempuan,26-35,2026-04-02,Pariaman
CUST00461,Laki-laki,18-25,2025-02-24,Pangkalpinang
CUST00462,Perempuan,46+,2025-07-16,Parepare
