time_id,date,month,quarter,year,hour
T2023010315,2023-01-03,1,1,2023,15
T2023010316,2023-01-03,1,1,2023,16
T2023010317,2023-01-03,1,1,2023,17
T2023010318,2023-01-03,1,1,2023,18
T2023010319,2023-01-03,1,1,2023,19
T2023010320,2023-01-03,1,1,2023,20
T2023010321,2023-01-03,1,1,2023,21
T2023010322,2023-01-03,1,1,2023,22
T2023010323,2023-01-03,1,1,2023,23
T2023010400,2023-01-04,1,1,2023,0
T2023010401,2023-01-04,1,1,2023,1
T2023010402,2023-01-04,1,1,2023,2
T2023010403,2023-01-04,1,1,2023,3
T2023010404,2023-01-04,1,1,2023,4
T2023010405,2023-01-04,1,1,2023,5
T2023010406,2023-01-04,1,1,2023,6
T2023010407,2023-01-04,1,1,2023,7
T2023010408,2023-01-04,1,1,2023,8
T2023010409,2023-01-04,1,1,2023,9
T2023010410,2023-01-04,1,1,2023,10
T2023010411,2023-01-04,1,1,2023,11
T2023010412,2023-01-04,1,1,2023,12
T2023010413,2023-01-04,1,1,2023,13
T2023010414,2023-01-04,1,1,2023,14
T2023010415,2023-01-04,1,1,2023,15
T2023010416,2023-01-04,1,1,2023,16
T2023010417,2023-01-04,1,1,2023,17
T2023010418,2023-01-04,1,1,2023,18
T2023010419,2023-01-04,1,1,2023,19
T2023010420,2023-01-04,1,1,2023,20
T2023010421,2023-01-04,1,1,2023,21
T2023010422,2023-01-04,1,1,2023,22
T2023010423,2023-01-04,1,1,2023,23
T2023010500,2023-01-05,1,1,2023,0
T2023010501,2023-01-05,1,1,2023,1
T2023010502,2023-01-05,1,1,2023,2
T2023010503,2023-01-05,1,1,2023,3
T2023010504,2023-01-05,1,1,2023,4
T2023010505,2023-01-05,1,1,2023,5
T2023010506,2023-01-05,1,1,2023,6
T2023010507,2023-01-05,1,1,2023,7
T2023010508,2023-01-05,1,1,2023,8
T2023010509,2023-01-05,1,1,2023,9
T2023010510,2023-01-05,1,1,2023,10
T2023010511,2023-01-05,1,1,2023,11
T2023010512,2023-01-05,1,1,2023,12
T2023010513,2023-01-05,1,1,2023,13
T2023010514,2023-01-05,1,1,2023,14
T2023010515,2023-01-05,1,1,2023,15
T2023010516,2023-01-05,1,1,2023,16
T2023010517,2023-01-05,1,1,2023,17
T2023010518,2023-01-05,1,1,2023,18
T2023010519,2023-01-05,1,1,2023,19
T2023010520,2023-01-05,1,1,2023,20
T2023010521,2023-01-05,1,1,2023,21
T2023010522,2023-01-05,1,1,2023,22
T2023010523,2023-01-05,1,1,2023,23
T2023010600,2023-01-06,1,1,2023,0
T2023010601,2023-01-06,1,1,2023,1
T2023010602,2023-01-06,1,1,2023,2
T2023010603,2023-01-06,1,1,2023,3
T2023010604,2023-01-06,1,1,2023,4
T2023010605,2023-01-06,1,1,2023,5
T2023010606,2023-01-06,1,1,2023,6
T2023010607,2023-01-06,1,1,2023,7
T2023010608,2023-01-06,1,1,2023,8
T2023010609,2023-01-06,1,1,2023,9
T2023010610,2023-01-06,1,1,2023,10
T2023010611,2023-01-06,1,1,2023,11
T2023010612,2023-01-06,1,1,2023,12
T2023010613,2023-01-06,1,1,2023,13
T2023010614,2023-01-06,1,1,2023,14
T2023010615,2023-01-06,1,1,2023,15
T2023010616,2023-01-06,1,1,2023,16
T2023010617,2023-01-06,1,1,2023,17
T2023010618,2023-01-06,1,1,2023,18
T2023010619,2023-01-06,1,1,2023,19
T2023010620,2023-01-06,1,1,2023,20
T2023010621,2023-01-06,1,1,2023,21
T2023010622,2023-01-06,1,1,2023,22
T2023010623,2023-01-06,1,1,2023,23
T2023010700,2023-01-07,1,1,2023,0
T2023010701,2023-01-07,1,1,2023,1
T2023010702,2023-01-07,1,1,2023,2
T2023010703,2023-01-07,1,1,2023,3
T2023010704,2023-01-07,1,1,2023,4
T2023010705,2023-01-07,1,1,2023,5
T2023010706,2023-01-07,1,1,2023,6
T2023010707,2023-01-07,1,1,2023,7
T2023010708,2023-01-07,1,1,2023,8
T2023010709,2023-01-07,1,1,2023,9
T2023010710,2023-01-07,1,1,2023,10
T2023010711,2023-01-07,1,1,2023,11
T2023010712,2023-01-07,1,1,2023,12
T2023010713,2023-01-07,1,1,2023,13
T2023010714,2023-01-07,1,1,2023,14
T2023010715,2023-01-07,1,1,2023,15
T2023010716,2023-01-07,1,1,2023,16
T2023010717,2023-01-07,1,1,2023,17
T2023010718,2023-01-07,1,1,2023,18
T2023010719,2023-01-07,1,1,2023,19
T2023010720,2023-01-07,1,1,2023,20
T2023010721,2023-01-07,1,1,2023,21
T2023010722,2023-01-07,1,1,2023,22
T2023010723,2023-01-07,1,1,2023,23
T2023010800,2023-01-08,1,1,2023,0
T2023010801,2023-01-08,1,1,2023,1
T2023010802,2023-01-08,1,1,2023,2
T2023010803,2023-01-08,1,1,2023,3
T2023010804,2023-01-08,1,1,2023,4
T2023010805,2023-01-08,1,1,2023,5
T2023010806,2023-01-08,1,1,2023,6
T2023010807,2023-01-08,1,1,2023,7
T2023010808,2023-01-08,1,1,2023,8
T2023010809,2023-01-08,1,1,2023,9
T2023010810,2023-01-08,1,1,2023,10
T2023010811,2023-01-08,1,1,2023,11
T2023010812,2023-01-08,1,1,2023,12
T2023010813,2023-01-08,1,1,2023,13
T2023010814,2023-01-08,1,1,2023,14
T2023010815,2023-01-08,1,1,2023,15
T2023010816,2023-01-08,1,1,2023,16
T2023010817,2023-01-08,1,1,2023,17
T2023010818,2023-01-08,1,1,2023,18
T2023010819,2023-01-08,1,1,2023,19
T2023010820,2023-01-08,1,1,2023,20
T2023010821,2023-01-08,1,1,2023,21
T2023010822,2023-01-08,1,1,2023,22
T2023010823,2023-01-08,1,1,2023,23
T2023010900,2023-01-09,1,1,2023,0
T2023010901,2023-01-09,1,1,2023,1
T2023010902,2023-01-09,1,1,2023,2
T2023010903,2023-01-09,1,1,2023,3
T2023010904,2023-01-09,1,1,2023,4
T2023010905,2023-01-09,1,1,2023,5
T2023010906,2023-01-09,1,1,2023,6
T2023010907,2023-01-09,1,1,2023,7
T2023010908,2023-01-09,1,1,2023,8
T2023010909,2023-01-09,1,1,2023,9
T2023010910,2023-01-09,1,1,2023,10
T2023010911,2023-01-09,1,1,2023,11
T2023010912,2023-01-09,1,1,2023,12
T2023010913,2023-01-09,1,1,2023,13
T2023010914,2023-01-09,1,1,2023,14
T2023010915,2023-01-09,1,1,2023,15
T2023010916,2023-01-09,1,1,2023,16
T2023010917,2023-01-09,1,1,2023,17
T2023010918,2023-01-09,1,1,2023,18
T2023010919,2023-01-09,1,1,2023,19
T2023010920,2023-01-09,1,1,2023,20
T2023010921,2023-01-09,1,1,2023,21
T2023010922,2023-01-09,1,1,2023,22
T2023010923,2023-01-09,1,1,2023,23
T2023011000,2023-01-10,1,1,2023,0
T2023011001,2023-01-10,1,1,2023,1
T2023011002,2023-01-10,1,1,2023,2
T2023011003,2023-01-10,1,1,2023,3
T2023011004,2023-01-10,1,1,2023,4
T2023011005,2023-01-10,1,1,2023,5
T2023011006,2023-01-10,1,1,2023,6
T2023011007,2023-01-10,1,1,2023,7
T2023011008,2023-01-10,1,1,2023,8
T2023011009,2023-01-10,1,1,2023,9
T2023011010,2023-01-10,1,1,2023,10
T2023011011,2023-01-10,1,1,2023,11
T2023011012,2023-01-10,1,1,2023,12
T2023011013,2023-01-10,1,1,2023,13
T2023011014,2023-01-10,1,1,2023,14
T2023011015,2023-01-10,1,1,2023,15
T2023011016,2023-01-10,1,1,2023,16
T2023011017,2023-01-10,1,1,2023,17
T2023011018,2023-01-10,1,1,2023,18
T2023011019,2023-01-10,1,1,2023,19
T2023011020,2023-01-10,1,1,2023,20
T2023011021,2023-01-10,1,1,2023,21
T2023011022,2023-01-10,1,1,2023,22
T2023011023,2023-01-10,1,1,2023,23
T2023011100,2023-01-11,1,1,2023,0
T2023011101,2023-01-11,1,1,2023,1
T2023011102,2023-01-11,1,1,2023,2
T2023011103,2023-01-11,1,1,2023,3
T2023011104,2023-01-11,1,1,2023,4
T2023011105,2023-01-11,1,1,2023,5
T2023011106,2023-01-11,1,1,2023,6
T2023011107,2023-01-11,1,1,2023,7
T2023011108,2023-01-11,1,1,2023,8
T2023011109,2023-01-11,1,1,2023,9
T2023011110,2023-01-11,1,1,2023,10
T2023011111,2023-01-11,1,1,2023,11
T2023011112,2023-01-11,1,1,2023,12
T2023011113,2023-01-11,1,1,2023,13
T2023011114,2023-01-11,1,1,2023,14
T2023011115,2023-01-11,1,1,2023,15
T2023011116,2023-01-11,1,1,2023,16
T2023011117,2023-01-11,1,1,2023,17
T2023011118,2023-01-11,1,1,2023,18
T2023011119,2023-01-11,1,1,2023,19
T2023011120,2023-01-11,1,1,2023,20
T2023011121,2023-01-11,1,1,2023,21
T2023011122,2023-01-11,1,1,2023,22
T2023011123,2023-01-11,1,1,2023,23
T2023011200,2023-01-12,1,1,2023,0
T2023011201,2023-01-12,1,1,2023,1
T2023011202,2023-01-12,1,1,2023,2
T2023011203,2023-01-12,1,1,2023,3
T2023011204,2023-01-12,1,1,2023,4
T2023011205,2023-01-12,1,1,2023,5
T2023011206,2023-01-12,1,1,2023,6
T2023011207,2023-01-12,1,1,2023,7
T2023011208,2023-01-12,1,1,2023,8
T2023011209,2023-01-12,1,1,2023,9
T2023011210,2023-01-12,1,1,2023,10
T2023011211,2023-01-12,1,1,2023,11
T2023011212,2023-01-12,1,1,2023,12
T2023011213,2023-01-12,1,1,2023,13
T2023011214,2023-01-12,1,1,2023,14
T2023011215,2023-01-12,1,1,2023,15
T2023011216,2023-01-12,1,1,2023,16
T2023011217,2023-01-12,1,1,2023,17
T2023011218,2023-01-12,1,1,2023,18
T2023011219,2023-01-12,1,1,2023,19
T2023011220,2023-01-12,1,1,2023,20
T2023011221,2023-01-12,1,1,2023,21
T2023011222,2023-01-12,1,1,2023,22
T2023011223,2023-01-12,1,1,2023,23
T2023011300,2023-01-13,1,1,2023,0
T2023011301,2023-01-13,1,1,2023,1
T2023011302,2023-01-13,1,1,2023,2
T2023011303,2023-01-13,1,1,2023,3
T2023011304,2023-01-13,1,1,2023,4
T2023011305,2023-01-13,1,1,2023,5
T2023011306,2023-01-13,1,1,2023,6
T2023011307,2023-01-13,1,1,2023,7
T2023011308,2023-01-13,1,1,2023,8
T2023011309,2023-01-13,1,1,2023,9
T2023011310,2023-01-13,1,1,2023,10
T2023011311,2023-01-13,1,1,2023,11
T2023011312,2023-01-13,1,1,2023,12
T2023011313,2023-01-13,1,1,2023,13
T2023011314,2023-01-13,1,1,2023,14
T2023011315,2023-01-13,1,1,2023,15
T2023011316,2023-01-13,1,1,2023,16
T2023011317,2023-01-13,1,1,2023,17
T2023011318,2023-01-13,1,1,2023,18
T2023011319,2023-01-13,1,1,2023,19
T2023011320,2023-01-13,1,1,2023,20
T2023011321,2023-01-13,1,1,2023,21
T2023011322,2023-01-13,1,1,2023,22
T2023011323,2023-01-13,1,1,2023,23
T2023011400,2023-01-14,1,1,2023,0
T2023011401,2023-01-14,1,1,2023,1
T2023011402,2023-01-14,1,1,2023,2
T2023011403,2023-01-14,1,1,2023,3
T2023011404,2023-01-14,1,1,2023,4
T2023011405,2023-01-14,1,1,2023,5
T2023011406,2023-01-14,1,1,2023,6
T2023011407,2023-01-14,1,1,2023,7
T2023011408,2023-01-14,1,1,2023,8
T2023011409,2023-01-14,1,1,2023,9
T2023011410,2023-01-14,1,1,2023,10
T2023011411,2023-01-14,1,1,2023,11
T2023011412,2023-01-14,1,1,2023,12
T2023011413,2023-01-14,1,1,2023,13
T2023011414,2023-01-14,1,1,2023,14
T2023011415,2023-01-14,1,1,2023,15
T2023011416,2023-01-14,1,1,2023,16
T2023011417,2023-01-14,1,1,2023,17
T2023011418,2023-01-14,1,1,2023,18
T2023011419,2023-01-14,1,1,2023,19
T2023011420,2023-01-14,1,1,2023,20
T2023011421,2023-01-14,1,1,2023,21
T2023011422,2023-01-14,1,1,2023,22
T2023011423,2023-01-14,1,1,2023,23
T2023011500,2023-01-15,1,1,2023,0
T2023011501,2023-01-15,1,1,2023,1
T2023011502,2023-01-15,1,1,2023,2
T2023011503,2023-01-15,1,1,2023,3
T2023011504,2023-01-15,1,1,2023,4
T2023011505,2023-01-15,1,1,2023,5
T2023011506,2023-01-15,1,1,2023,6
T2023011507,2023-01-15,1,1,2023,7
T2023011508,2023-01-15,1,1,2023,8
T2023011509,2023-01-15,1,1,2023,9
T2023011510,2023-01-15,1,1,2023,10
T2023011511,2023-01-15,1,1,2023,11
T2023011512,2023-01-15,1,1,2023,12
T2023011513,2023-01-15,1,1,2023,13
T2023011514,2023-01-15,1,1,2023,14
T2023011515,2023-01-15,1,1,2023,15
T2023011516,2023-01-15,1,1,2023,16
T2023011517,2023-01-15,1,1,2023,17
T2023011518,2023-01-15,1,1,2023,18
T2023011519,2023-01-15,1,1,2023,19
T2023011520,2023-01-15,1,1,2023,20
T2023011521,2023-01-15,1,1,2023,21
T2023011522,2023-01-15,1,1,2023,22
T2023011523,2023-01-15,1,1,2023,23
T2023011600,2023-01-16,1,1,2023,0
T2023011601,2023-01-16,1,1,2023,1
T2023011602,2023-01-16,1,1,2023,2
T2023011603,2023-01-16,1,1,2023,3
T2023011604,2023-01-16,1,1,2023,4
T2023011605,2023-01-16,1,1,2023,5
T2023011606,2023-01-16,1,1,2023,6
T2023011607,2023-01-16,1,1,2023,7
T2023011608,2023-01-16,1,1,2023,8
T2023011609,2023-01-16,1,1,2023,9
T2023011610,2023-01-16,1,1,2023,10
T2023011611,2023-01-16,1,1,2023,11
T2023011612,2023-01-16,1,1,2023,12
T2023011613,2023-01-16,1,1,2023,13
T2023011614,2023-01-16,1,1,2023,14
T2023011615,2023-01-16,1,1,2023,15
T2023011616,2023-01-16,1,1,2023,16
T2023011617,2023-01-16,1,1,2023,17
T2023011618,2023-01-16,1,1,2023,18
T2023011619,2023-01-16,1,1,2023,19
T2023011620,2023-01-16,1,1,2023,20
T2023011621,2023-01-16,1,1,2023,21
T2023011622,2023-01-16,1,1,2023,22
T2023011623,2023-01-16,1,1,2023,23
T2023011700,2023-01-17,1,1,2023,0
T2023011701,2023-01-17,1,1,2023,1
T2023011702,2023-01-17,1,1,2023,2
T2023011703,2023-01-17,1,1,2023,3
T2023011704,2023-01-17,1,1,2023,4
T2023011705,2023-01-17,1,1,2023,5
T2023011706,2023-01-17,1,1,2023,6
T2023011707,2023-01-17,1,1,2023,7
T2023011708,2023-01-17,1,1,2023,8
T2023011709,2023-01-17,1,1,2023,9
T2023011710,2023-01-17,1,1,2023,10
T2023011711,2023-01-17,1,1,2023,11
T2023011712,2023-01-17,1,1,2023,12
T2023011713,2023-01-17,1,1,2023,13
T2023011714,2023-01-17,1,1,2023,14
T2023011715,2023-01-17,1,1,2023,15
T2023011716,2023-01-17,1,1,2023,16
T2023011717,2023-01-17,1,1,2023,17
T2023011718,2023-01-17,1,1,2023,18
T2023011719,2023-01-17,1,1,2023,19
T2023011720,2023-01-17,1,1,2023,20
T2023011721,2023-01-17,1,1,2023,21
T2023011722,2023-01-17,1,1,2023,22
T2023011723,2023-01-17,1,1,2023,23
T2023011800,2023-01-18,1,1,2023,0
T2023011801,2023-01-18,1,1,2023,1
T2023011802,2023-01-18,1,1,2023,2
T2023011803,2023-01-18,1,1,2023,3
T2023011804,2023-01-18,1,1,2023,4
T2023011805,2023-01-18,1,1,2023,5
T2023011806,2023-01-18,1,1,2023,6
T2023011807,2023-01-18,1,1,2023,7
T2023011808,2023-01-18,1,1,2023,8
T2023011809,2023-01-18,1,1,2023,9
T2023011810,2023-01-18,1,1,2023,10
T2023011811,2023-01-18,1,1,2023,11
T2023011812,2023-01-18,1,1,2023,12
T2023011813,2023-01-18,1,1,2023,13
T2023011814,2023-01-18,1,1,2023,14
T2023011815,2023-01-18,1,1,2023,15
T2023011816,2023-01-18,1,1,2023,16
T2023011817,2023-01-18,1,1,2023,17
T2023011818,2023-01-18,1,1,2023,18
T2023011819,2023-01-18,1,1,2023,19
T2023011820,2023-01-18,1,1,2023,20
T2023011821,2023-01-18,1,1,2023,21
T2023011822,2023-01-18,1,1,2023,22
T2023011823,2023-01-18,1,1,2023,23
T2023011900,2023-01-19,1,1,2023,0
T2023011901,2023-01-19,1,1,2023,1
T2023011902,2023-01-19,1,1,2023,2
T2023011903,2023-01-19,1,1,2023,3
T2023011904,2023-01-19,1,1,2023,4
T2023011905,2023-01-19,1,1,2023,5
T2023011906,2023-01-19,1,1,2023,6
T2023011907,2023-01-19,1,1,2023,7
T2023011908,2023-01-19,1,1,2023,8
T2023011909,2023-01-19,1,1,2023,9
T2023011910,2023-01-19,1,1,2023,10
T2023011911,2023-01-19,1,1,2023,11
T2023011912,2023-01-19,1,1,2023,12
T2023011913,2023-01-19,1,1,2023,13
T2023011914,2023-01-19,1,1,2023,14
T2023011915,2023-01-19,1,1,2023,15
T2023011916,2023-01-19,1,1,2023,16
T2023011917,2023-01-19,1,1,2023,17
T2023011918,2023-01-19,1,1,2023,18
T2023011919,2023-01-19,1,1,2023,19
T2023011920,2023-01-19,1,1,2023,20
T2023011921,2023-01-19,1,1,2023,21
T2023011922,2023-01-19,1,1,2023,22
T2023011923,2023-01-19,1,1,2023,23
T2023012000,2023-01-20,1,1,2023,0
T2023012001,2023-01-20,1,1,2023,1
T2023012002,2023-01-20,1,1,2023,2
T2023012003,2023-01-20,1,1,2023,3
T2023012004,2023-01-20,1,1,2023,4
T2023012005,2023-01-20,1,1,2023,5
T2023012006,2023-01-20,1,1,2023,6
T2023012007,2023-01-20,1,1,2023,7
T2023012008,2023-01-20,1,1,2023,8
T2023012009,2023-01-20,1,1,2023,9
T2023012010,2023-01-20,1,1,2023,10
T2023012011,2023-01-20,1,1,2023,11
T2023012012,2023-01-20,1,1,2023,12
T2023012013,2023-01-20,1,1,2023,13
T2023012014,2023-01-20,1,1,2023,14
T2023012015,2023-01-20,1,1,2023,15
T2023012016,2023-01-20,1,1,2023,16
T2023012017,2023-01-20,1,1,2023,17
T2023012018,2023-01-20,1,1,2023,18
T2023012019,2023-01-20,1,1,2023,19
T2023012020,2023-01-20,1,1,2023,20
T2023012021,2023-01-20,1,1,2023,21
T2023012022,2023-01-20,1,1,2023,22
T2023012023,2023-01-20,1,1,2023,23
T2023012100,2023-01-21,1,1,2023,0
T2023012101,2023-01-21,1,1,2023,1
T2023012102,2023-01-21,1,1,2023,2
T2023012103,2023-01-21,1,1,2023,3
T2023012104,2023-01-21,1,1,2023,4
T2023012105,2023-01-21,1,1,2023,5
T2023012106,2023-01-21,1,1,2023,6
T2023012107,2023-01-21,1,1,2023,7
T2023012108,2023-01-21,1,1,2023,8
T2023012109,2023-01-21,1,1,2023,9
T2023012110,2023-01-21,1,1,2023,10
T2023012111,2023-01-21,1,1,2023,11
T2023012112,2023-01-21,1,1,2023,12
T2023012113,2023-01-21,1,1,2023,13
T2023012114,2023-01-21,1,1,2023,14
T2023012115,2023-01-21,1,1,2023,15
T2023012116,2023-01-21,1,1,2023,16
T2023012117,2023-01-21,1,1,2023,17
T2023012118,2023-01-21,1,1,2023,18
T2023012119,2023-01-21,1,1,2023,19
T2023012120,2023-01-21,1,1,2023,20
T2023012121,2023-01-21,1,1,2023,21
T2023012122,2023-01-21,1,1,2023,22
T2023012123,2023-01-21,1,1,2023,23
T2023012200,2023-01-22,1,1,2023,0
T2023012201,2023-01-22,1,1,2023,1
T2023012202,2023-01-22,1,1,2023,2
T2023012203,2023-01-22,1,1,2023,3
T2023012204,2023-01-22,1,1,2023,4
T2023012205,2023-01-22,1,1,2023,5
T2023012206,2023-01-22,1,1,2023,6
T2023012207,2023-01-22,1,1,2023,7
T2023012208,2023-01-22,1,1,2023,8
T2023012209,2023-01-22,1,1,2023,9
T2023012210,2023-01-22,1,1,2023,10
T2023012211,2023-01-22,1,1,2023,11
T2023012212,2023-01-22,1,1,2023,12
T2023012213,2023-01-22,1,1,2023,13
T2023012214,2023-01-22,1,1,2023,14
T2023012215,2023-01-22,1,1,2023,15
T2023012216,2023-01-22,1,1,2023,16
T2023012217,2023-01-22,1,1,2023,17
T2023012218,2023-01-22,1,1,2023,18
T2023012219,2023-01-22,1,1,2023,19
T2023012220,2023-01-22,1,1,2023,20
T2023012221,2023-01-22,1,1,2023,21
T2023012222,2023-01-22,1,1,2023,22
T2023012223,2023-01-22,1,1,2023,23
T2023012300,2023-01-23,1,1,2023,0
T2023012301,2023-01-23,1,1,2023,1
T2023012302,2023-01-23,1,1,2023,2
T2023012303,2023-01-23,1,1,2023,3
T2023012304,2023-01-23,1,1,2023,4
T2023012305,2023-01-23,1,1,2023,5
T2023012306,2023-01-23,1,1,2023,6
T2023012307,2023-01-23,1,1,2023,7
T2023012308,2023-01-23,1,1,2023,8
T2023012309,2023-01-23,1,1,2023,9
T2023012310,2023-01-23,1,1,2023,10
T2023012311,2023-01-23,1,1,2023,11
T2023012312,2023-01-23,1,1,2023,12
T2023012313,2023-01-23,1,1,2023,13
T2023012314,2023-01-23,1,1,2023,14
T2023012315,2023-01-23,1,1,2023,15
T2023012316,2023-01-23,1,1,2023,16
T2023012317,2023-01-23,1,1,2023,17
T2023012318,2023-01-23,1,1,2023,18
T2023012319,2023-01-23,1,1,2023,19
T2023012320,2023-01-23,1,1,2023,20
T2023012321,2023-01-23,1,1,2023,21
T2023012322,2023-01-23,1,1,2023,22
T2023012323,2023-01-23,1,1,2023,23
T2023012400,2023-01-24,1,1,2023,0
T2023012401,2023-01-24,1,1,2023,1
T2023012402,2023-01-24,1,1,2023,2
T2023012403,2023-01-24,1,1,2023,3
T2023012404,2023-01-24,1,1,2023,4
T2023012405,2023-01-24,1,1,2023,5
T2023012406,2023-01-24,1,1,2023,6
T2023012407,2023-01-24,1,1,2023,7
T2023012408,2023-01-24,1,1,2023,8
T2023012409,2023-01-24,1,1,2023,9
T2023012410,2023-01-24,1,1,2023,10
T2023012411,2023-01-24,1,1,2023,11
T2023012412,2023-01-24,1,1,2023,12
T2023012413,2023-01-24,1,1,2023,13
T2023012414,2023-01-24,1,1,2023,14
T2023012415,2023-01-24,1,1,2023,15
T2023012416,2023-01-24,1,1,2023,16
T2023012417,2023-01-24,1,1,2023,17
T2023012418,2023-01-24,1,1,2023,18
T2023012419,2023-01-24,1,1,2023,19
T2023012420,2023-01-24,1,1,2023,20
T2023012421,2023-01-24,1,1,2023,21
T2023012422,2023-01-24,1,1,2023,22
T2023012423,2023-01-24,1,1,2023,23
T2023012500,2023-01-25,1,1,2023,0
T2023012501,2023-01-25,1,1,2023,1
T2023012502,2023-01-25,1,1,2023,2
T2023012503,2023-01-25,1,1,2023,3
T2023012504,2023-01-25,1,1,2023,4
T2023012505,2023-01-25,1,1,2023,5
T2023012506,2023-01-25,1,1,2023,6
T2023012507,2023-01-25,1,1,2023,7
T2023012508,2023-01-25,1,1,2023,8
T2023012509,2023-01-25,1,1,2023,9
T2023012510,2023-01-25,1,1,2023,10
T2023012511,2023-01-25,1,1,2023,11
T2023012512,2023-01-25,1,1,2023,12
T2023012513,2023-01-25,1,1,2023,13
T2023012514,2023-01-25,1,1,2023,14
T2023012515,2023-01-25,1,1,2023,15
T2023012516,2023-01-25,1,1,2023,16
T2023012517,2023-01-25,1,1,2023,17
T2023012518,2023-01-25,1,1,2023,18
T2023012519,2023-01-25,1,1,2023,19
T2023012520,2023-01-25,1,1,2023,20
T2023012521,2023-01-25,1,1,2023,21
T2023012522,2023-01-25,1,1,2023,22
T2023012523,2023-01-25,1,1,2023,23
T2023012600,2023-01-26,1,1,2023,0
T2023012601,2023-01-26,1,1,2023,1
T2023012602,2023-01-26,1,1,2023,2
T2023012603,2023-01-26,1,1,2023,3
T2023012604,2023-01-26,1,1,2023,4
T2023012605,2023-01-26,1,1,2023,5
T2023012606,2023-01-26,1,1,2023,6
T2023012607,2023-01-26,1,1,2023,7
T2023012608,2023-01-26,1,1,2023,8
T2023012609,2023-01-26,1,1,2023,9
T2023012610,2023-01-26,1,1,2023,10
T2023012611,2023-01-26,1,1,2023,11
T2023012612,2023-01-26,1,1,2023,12
T2023012613,2023-01-26,1,1,2023,13
T2023012614,2023-01-26,1,1,2023,14
T2023012615,2023-01-26,1,1,2023,15
T2023012616,2023-01-26,1,1,2023,16
T2023012617,2023-01-26,1,1,2023,17
T2023012618,2023-01-26,1,1,2023,18
T2023012619,2023-01-26,1,1,2023,19
T2023012620,2023-01-26,1,1,2023,20
T2023012621,2023-01-26,1,1,2023,21
T2023012622,2023-01-26,1,1,2023,22
T2023012623,2023-01-26,1,1,2023,23
T2023012700,2023-01-27,1,1,2023,0
T2023012701,2023-01-27,1,1,2023,1
T2023012702,2023-01-27,1,1,2023,2
T2023012703,2023-01-27,1,1,2023,3
T2023012704,2023-01-27,1,1,2023,4
T2023012705,2023-01-27,1,1,2023,5
T2023012706,2023-01-27,1,1,2023,6
T2023012707,2023-01-27,1,1,2023,7
T2023012708,2023-01-27,1,1,2023,8
T2023012709,2023-01-27,1,1,2023,9
