driver_id,vehicle_type,driver_rating,driver_status
DRV00123,Mobil,4.98,aktif
DRV00124,mOtOr,4.85,Aktif
DRV00125,mOtOr,4.13,nonaktif
DRV00126,mobil,3.53,aktif
DRV00127,MOTOR,3.76,Aktif
DRV00128,Mobil,4.04,nonaktif
DRV00129,mOtOr,4.34,Aktif
DRV00130,Motor,4.88,nonaktif
DRV00131,mOtOr,4.45,Aktif
DRV00132,MOTOR,3.96,Aktif
DRV00133,mOtOr,3.99,Aktif
DRV00134,Motor,4.76,aktif
DRV00135,Mobil,4.63,nonaktif
DRV00136,mOtOr,4.39,Aktif
DRV00137,mobil,4.06,aktif
DRV00138,MOTOR,4.91,aktif
DRV00139,Motor,3.83,nonaktif
DRV00140,mobil,4.35,nonaktif
DRV00141,MOTOR,4.51,Aktif
DRV00142,MOTOR,4.87,Aktif
DRV00143,mOtOr,4.25,aktif
DRV00144,MOTOR,4.19,nonaktif
DRV00145,mobil,4.55,nonaktif
DRV00146,mOtOr,4.39,nonaktif
DRV00147,mOtOr,4.55,nonaktif
DRV00148,Motor,3.69,Aktif
DRV00149,MOTOR,3.98,aktif
DRV00150,MOTOR,3.61,nonaktif
DRV00151,Motor,4.7,nonaktif
DRV00152,Mobil,4.81,nonaktif
DRV00153,Mobil,4.75,aktif
DRV00154,mobil,4.43,aktif
DRV00155,MOTOR,4.45,aktif
DRV00156,mOtOr,4.4,nonaktif
DRV00157,MOTOR,4.44,Aktif
DRV00158,mobil,3.93,aktif
DRV00159,Mobil,3.67,Aktif
DRV00160,Mobil,4.75,Aktif
DRV00161,MOTOR,3.74,aktif
DRV00162,Motor,3.88,Aktif
DRV00163,Motor,4.82,Aktif
DRV00164,MOTOR,3.86,Aktif
DRV00165,mOtOr,3.69,Aktif
DRV00166,MOTOR,4.38,aktif
DRV00167,Motor,4.09,Aktif
DRV00168,Motor,5.0,Aktif
DRV00169,Mobil,4.5,Aktif
DRV00170,Mobil,3.57,nonaktif
DRV00171,mOtOr,3.5,nonaktif
DRV00172,mobil,4.68,aktif
DRV00173,mOtOr,4.86,Aktif
DRV00174,Mobil,3.77,aktif
DRV00175,MOTOR,3.54,Aktif
DRV00176,mobil,3.8,nonaktif
DRV00177,Mobil,4.81,Aktif
DRV00178,Mobil,4.28,Aktif
DRV00179,mobil,4.69,aktif
DRV00180,mobil,3.82,Aktif
DRV00181,Motor,3.71,aktif
DRV00182,mOtOr,4.78,Aktif
DRV00183,Motor,4.41,aktif
DRV00184,Motor,4.08,nonaktif
DRV00185,MOTOR,4.74,aktif
DRV00186,Motor,4.97,nonaktif
DRV00187,mOtOr,4.24,nonaktif
DRV00188,Mobil,4.56,aktif
DRV00189,Mobil,4.31,Aktif
DRV00190,mOtOr,3.85,aktif
DRV00191,mOtOr,4.7,Aktif
DRV00192,mOtOr,4.82,nonaktif
DRV00193,mOtOr,4.06,nonaktif
DRV00194,Mobil,3.96,aktif
DRV00195,MOTOR,4.72,aktif
DRV00196,Motor,3.74,Aktif
DRV00197,mOtOr,4.94,aktif
DRV00198,mOtOr,3.73,nonaktif
DRV00199,Mobil,3.56,aktif
DRV00200,Mobil,4.97,aktif
DRV00201,MOTOR,3.83,nonaktif
DRV00202,MOTOR,4.95,aktif
DRV00203,mOtOr,4.13,nonaktif
DRV00204,mOtOr,4.73,nonaktif
DRV00205,Motor,4.96,Aktif
DRV00206,Motor,4.42,Aktif
DRV00207,mOtOr,4.93,nonaktif
DRV00208,Motor,4.56,Aktif
DRV00209,Mobil,4.21,nonaktif
DRV00210,Mobil,4.09,aktif
DRV00211,MOTOR,4.93,Aktif
DRV00212,Mobil,3.98,aktif
DRV00213,Motor,3.67,Aktif
DRV00214,mobil,3.52,Aktif
DRV00215,mOtOr,4.41,nonaktif
DRV00216,mobil,4.48,aktif
DRV00217,mOtOr,4.71,Aktif
DRV00218,mOtOr,3.98,aktif
DRV00219,Motor,3.62,aktif
DRV00220,mOtOr,3.62,aktif
DRV00221,mobil,4.17,Aktif
DRV00222,Motor,3.78,Aktif
DRV00223,Mobil,4.02,aktif
DRV00224,MOTOR,4.41,nonaktif
DRV00225,mobil,4.37,aktif
DRV00226,MOTOR,3.57,Aktif
DRV00227,Mobil,4.34,aktif
DRV00228,mobil,4.43,Aktif
DRV00229,Mobil,3.73,aktif
DRV00230,MOTOR,4.49,Aktif
DRV00231,Motor,3.61,aktif
DRV00232,Mobil,3.63,aktif
DRV00233,Motor,3.55,nonaktif
DRV00234,Motor,3.9,nonaktif
DRV00235,mobil,3.91,Aktif
DRV00236,MOTOR,3.54,aktif
DRV00237,Motor,3.72,aktif
DRV00238,mOtOr,,aktif
DRV00239,Motor,4.22,nonaktif
DRV00240,Motor,4.64,aktif
DRV00241,mOtOr,4.63,nonaktif
DRV00242,Motor,3.6,aktif
DRV00243,Motor,4.34,nonaktif
DRV00244,Motor,4.36,aktif
DRV00245,mobil,4.02,Aktif
DRV00246,Motor,4.77,Aktif
DRV00247,mobil,3.6,Aktif
DRV00248,Motor,4.15,nonaktif
DRV00249,mobil,3.62,nonaktif
DRV00250,mobil,4.13,nonaktif
DRV00251,Mobil,3.75,Aktif
DRV00252,Mobil,4.63,aktif
DRV00253,mobil,3.53,Aktif
DRV00254,MOTOR,4.54,nonaktif
DRV00255,mOtOr,4.61,Aktif
DRV00256,Motor,4.76,nonaktif
DRV00257,mobil,3.94,Aktif
DRV00258,Mobil,4.67,aktif
DRV00259,MOTOR,3.78,Aktif
DRV00260,Motor,3.81,nonaktif
DRV00261,MOTOR,4.62,nonaktif
DRV00262,Motor,3.73,aktif
DRV00263,mOtOr,3.82,aktif
DRV00264,Motor,3.78,aktif
DRV00265,mobil,4.57,Aktif
DRV00266,Mobil,4.14,nonaktif
DRV00267,mOtOr,4.75,Aktif
DRV00268,Motor,4.7,nonaktif
DRV00269,Motor,3.92,Aktif
DRV00270,Motor,,aktif
DRV00271,mOtOr,4.87,aktif
DRV00272,MOTOR,,aktif
DRV00273,mOtOr,4.39,Aktif
DRV00274,MOTOR,4.76,nonaktif
DRV00275,Mobil,4.76,Aktif
DRV00276,mobil,3.58,aktif
DRV00277,mOtOr,4.78,Aktif
DRV00278,Motor,4.54,nonaktif
DRV00279,mOtOr,4.95,Aktif
DRV00280,Mobil,4.65,Aktif
DRV00281,mOtOr,3.51,aktif
DRV00282,Mobil,5.0,nonaktif
DRV00283,Mobil,4.86,nonaktif
DRV00284,Motor,3.72,nonaktif
DRV00285,Motor,3.66,nonaktif
DRV00286,MOTOR,3.97,nonaktif
DRV00287,mOtOr,4.7,aktif
DRV00288,mOtOr,3.56,nonaktif
DRV00289,Mobil,3.65,nonaktif
DRV00290,MOTOR,4.82,Aktif
DRV00291,mobil,4.45,aktif
DRV00292,mOtOr,4.31,aktif
DRV00293,Mobil,3.81,nonaktif
DRV00294,MOTOR,3.8,nonaktif
DRV00295,Mobil,4.03,nonaktif
DRV00296,Motor,3.61,Aktif
DRV00297,mOtOr,3.95,nonaktif
DRV00298,mobil,4.64,nonaktif
DRV00299,Motor,4.48,nonaktif
DRV00300,Motor,4.17,nonaktif
DRV00301,mobil,3.55,nonaktif
DRV00302,Motor,4.54,Aktif
DRV00303,MOTOR,4.95,aktif
DRV00304,MOTOR,3.8,aktif
DRV00305,Mobil,4.73,aktif
DRV00306,mobil,4.42,Aktif
DRV00307,mobil,4.57,nonaktif
DRV00308,Motor,4.76,aktif
DRV00309,mobil,3.5,Aktif
DRV00310,MOTOR,3.77,nonaktif
DRV00311,MOTOR,4.17,aktif
DRV00312,MOTOR,4.25,nonaktif
DRV00313,Mobil,4.51,nonaktif
DRV00314,MOTOR,4.61,Aktif
DRV00315,Mobil,4.15,aktif
DRV00316,mobil,4.96,nonaktif
DRV00317,Motor,4.14,aktif
DRV00318,mobil,3.68,nonaktif
DRV00319,Motor,4.15,Aktif
DRV00320,mobil,4.36,Aktif
DRV00321,Motor,4.4,nonaktif
DRV00322,Motor,4.9,aktif
DRV00323,Mobil,3.72,aktif
DRV00324,Mobil,4.04,nonaktif
DRV00325,MOTOR,4.33,Aktif
DRV00326,Motor,4.73,nonaktif
DRV00327,Motor,4.67,aktif
DRV00328,mOtOr,4.99,nonaktif
DRV00329,MOTOR,4.01,nonaktif
DRV00330,Motor,4.92,nonaktif
DRV00331,Motor,4.8,Aktif
DRV00332,mobil,4.83,Aktif
DRV00333,MOTOR,4.19,aktif
DRV00334,Motor,4.08,Aktif
DRV00335,mOtOr,3.86,nonaktif
DRV00336,MOTOR,4.8,aktif
DRV00337,mobil,3.65,Aktif
DRV00338,mobil,3.52,Aktif
DRV00339,mOtOr,4.66,nonaktif
DRV00340,MOTOR,3.58,aktif
DRV00341,mobil,4.6,aktif
DRV00342,Mobil,,aktif
DRV00343,mOtOr,3.85,nonaktif
DRV00344,Motor,3.72,Aktif
DRV00345,Mobil,3.67,nonaktif
DRV00346,mOtOr,3.52,nonaktif
DRV00347,Mobil,4.24,aktif
DRV00348,mOtOr,3.84,aktif
DRV00349,Motor,3.7,aktif
DRV00350,Motor,4.78,aktif
DRV00351,Mobil,4.47,Aktif
DRV00352,mobil,3.98,nonaktif
DRV00353,MOTOR,3.75,nonaktif
DRV00354,MOTOR,4.6,nonaktif
DRV00355,mOtOr,4.21,nonaktif
DRV00356,Mobil,4.43,aktif
DRV00357,mobil,3.51,nonaktif
DRV00358,Mobil,4.6,Aktif
DRV00359,mobil,4.21,Aktif
DRV00360,mobil,4.22,aktif
DRV00361,mOtOr,3.97,aktif
DRV00362,mOtOr,4.99,nonaktif
DRV00363,Motor,3.64,Aktif
DRV00364,MOTOR,4.79,Aktif
DRV00365,Motor,3.77,nonaktif
DRV00366,mOtOr,3.52,Aktif
DRV00367,Mobil,3.66,Aktif
DRV00368,MOTOR,4.83,Aktif
DRV00369,MOTOR,4.42,Aktif
DRV00370,Motor,4.25,nonaktif
DRV00371,mobil,4.46,aktif
DRV00372,mOtOr,3.53,Aktif
DRV00373,mOtOr,4.04,Aktif
DRV00374,MOTOR,3.51,nonaktif
DRV00375,mOtOr,4.91,nonaktif
DRV00376,MOTOR,4.03,aktif
DRV00377,Motor,,Aktif
DRV00378,mobil,4.23,Aktif
DRV00379,Mobil,3.63,nonaktif
DRV00380,Mobil,3.82,aktif
DRV00381,Motor,4.63,Aktif
DRV00382,mOtOr,3.67,aktif
DRV00383,Mobil,5.0,nonaktif
DRV00384,mOtOr,4.99,nonaktif
DRV00385,MOTOR,4.66,aktif
DRV00386,Mobil,4.19,nonaktif
DRV00387,Mobil,3.57,nonaktif
DRV00388,mOtOr,4.15,aktif
DRV00389,Motor,4.86,nonaktif
DRV00390,Mobil,4.77,aktif
DRV00391,MOTOR,4.69,aktif
DRV00392,mOtOr,4.21,nonaktif
DRV00393,MOTOR,3.98,aktif
DRV00394,Motor,4.83,Aktif
DRV00395,mobil,4.91,Aktif
DRV00396,MOTOR,4.14,nonaktif
DRV00397,Motor,4.3,nonaktif
DRV00398,MOTOR,3.84,aktif
DRV00399,MOTOR,4.23,aktif
DRV00400,mOtOr,3.68,aktif
DRV00401,mobil,4.57,nonaktif
DRV00402,MOTOR,4.71,nonaktif
DRV00403,mOtOr,4.04,aktif
DRV00404,mobil,4.31,Aktif
DRV00405,mobil,4.02,nonaktif
DRV00406,mOtOr,4.69,Aktif
DRV00407,mOtOr,4.24,aktif
DRV00408,mOtOr,3.7,nonaktif
DRV00409,MOTOR,3.89,Aktif
DRV00410,Motor,4.02,aktif
DRV00411,Motor,4.02,Aktif
DRV00412,MOTOR,3.53,nonaktif
DRV00413,Motor,4.42,nonaktif
DRV00414,mobil,4.91,Aktif
DRV00415,mOtOr,4.01,aktif
DRV00416,mobil,3.69,aktif
DRV00417,Mobil,3.55,aktif
DRV00418,mobil,3.55,aktif
DRV00419,Mobil,3.98,nonaktif
DRV00420,Motor,3.66,aktif
DRV00421,Motor,4.94,aktif
DRV00422,mOtOr,4.83,nonaktif
DRV00423,Motor,3.9,nonaktif
DRV00424,Mobil,4.55,nonaktif
DRV00425,Motor,3.81,aktif
DRV00426,Mobil,4.04,nonaktif
DRV00427,mOtOr,4.85,aktif
DRV00428,Motor,4.96,Aktif
DRV00429,MOTOR,4.12,aktif
DRV00430,Mobil,3.84,nonaktif
DRV00431,Mobil,3.86,aktif
DRV00432,MOTOR,4.85,aktif
DRV00433,mobil,4.22,nonaktif
DRV00434,mobil,4.44,aktif
DRV00435,MOTOR,3.96,nonaktif
DRV00436,mobil,4.51,nonaktif
DRV00437,mobil,4.96,Aktif
DRV00438,mobil,4.85,Aktif
DRV00439,mOtOr,4.0,aktif
DRV00440,Mobil,4.94,nonaktif
DRV00441,mobil,3.52,aktif
DRV00442,MOTOR,4.12,Aktif
DRV00443,mobil,3.89,aktif
DRV00444,mOtOr,4.65,nonaktif
DRV00445,Motor,3.95,nonaktif
DRV00446,Motor,3.92,nonaktif
DRV00447,MOTOR,4.59,nonaktif
DRV00448,mobil,3.83,Aktif
DRV00449,Motor,4.55,nonaktif
DRV00450,Mobil,,Aktif
DRV00451,mOtOr,3.9,aktif
DRV00452,mOtOr,3.55,aktif
DRV00453,Mobil,4.27,nonaktif
DRV00454,Mobil,4.92,nonaktif
DRV00455,mobil,4.2,nonaktif
DRV00456,mOtOr,3.83,aktif
DRV00457,mobil,4.57,nonaktif
DRV00458,Motor,4.72,nonaktif
DRV00459,Mobil,4.93,Aktif
DRV00460,mOtOr,4.69,Aktif
DRV00461,mobil,4.48,aktif
DRV00462,MOTOR,3.65,nonaktif
DRV00463,Motor,4.85,aktif
DRV00464,mobil,4.9,nonaktif
DRV00465,Motor,4.9,aktif
DRV00466,Mobil,4.18,Aktif
DRV00467,mobil,4.27,aktif
DRV00468,MOTOR,3.81,Aktif
DRV00469,mobil,4.79,Aktif
DRV00470,Motor,4.7,Aktif
DRV00471,MOTOR,4.32,Aktif
DRV00472,Motor,,aktif
DRV00473,Mobil,4.6,nonaktif
DRV00474,mOtOr,4.23,Aktif
DRV00475,mOtOr,3.93,Aktif
DRV00476,mOtOr,4.12,Aktif
DRV00477,mobil,4.36,nonaktif
DRV00478,MOTOR,4.92,Aktif
DRV00479,mOtOr,3.55,Aktif
DRV00480,mOtOr,4.65,nonaktif
DRV00481,Mobil,,nonaktif
DRV00482,MOTOR,4.42,Aktif
DRV00483,mOtOr,4.29,aktif
DRV00484,Mobil,4.46,nonaktif
DRV00485,Motor,4.75,nonaktif
DRV00486,Mobil,3.98,Aktif
DRV00487,MOTOR,4.66,aktif
DRV00488,Motor,4.67,aktif
DRV00489,Motor,4.71,aktif
DRV00490,Mobil,4.27,Aktif
DRV00491,mOtOr,4.63,aktif
DRV00492,Motor,4.63,aktif
DRV00493,MOTOR,3.63,nonaktif
DRV00494,Motor,4.34,nonaktif
DRV00495,Motor,5.0,aktif
DRV00496,MOTOR,4.39,nonaktif
DRV00497,Motor,4.74,Aktif
DRV00498,Motor,3.75,aktif
DRV00499,mOtOr,4.78,Aktif
DRV00500,mOtOr,4.8,Aktif
DRV00501,mobil,4.39,aktif
DRV00502,mobil,4.76,nonaktif
DRV00503,MOTOR,4.14,aktif
DRV00504,mobil,4.98,nonaktif
DRV00505,Motor,4.97,aktif
DRV00506,mOtOr,4.41,aktif
DRV00507,MOTOR,4.37,nonaktif
DRV00508,mOtOr,4.77,aktif
DRV00509,Motor,3.83,Aktif
DRV00510,mOtOr,3.95,aktif
DRV00511,mOtOr,3.86,Aktif
DRV00512,mobil,4.55,aktif
DRV00513,Mobil,4.08,aktif
DRV00514,MOTOR,3.95,nonaktif
DRV00515,Mobil,4.19,aktif
DRV00516,mOtOr,4.11,aktif
DRV00517,MOTOR,4.86,nonaktif
DRV00518,MOTOR,4.12,nonaktif
DRV00519,mobil,3.68,nonaktif
DRV00520,Mobil,4.79,Aktif
DRV00521,MOTOR,3.89,aktif
DRV00522,Motor,4.98,Aktif
DRV00523,mOtOr,4.87,nonaktif
DRV00524,mobil,3.99,aktif
DRV00525,Motor,4.02,aktif
DRV00526,MOTOR,4.25,Aktif
DRV00527,mOtOr,3.75,aktif
DRV00528,mobil,3.61,nonaktif
DRV00529,MOTOR,4.12,Aktif
DRV00530,Mobil,4.41,nonaktif
DRV00531,mOtOr,4.79,Aktif
DRV00532,MOTOR,3.51,Aktif
DRV00533,mobil,4.37,Aktif
DRV00534,Motor,3.74,nonaktif
DRV00535,Mobil,4.62,Aktif
DRV00536,Mobil,4.32,aktif
DRV00537,mOtOr,3.82,nonaktif
DRV00538,mobil,3.71,Aktif
DRV00539,mOtOr,3.74,nonaktif
DRV00540,MOTOR,4.83,Aktif
DRV00541,Mobil,4.11,aktif
DRV00542,MOTOR,3.87,aktif
DRV00543,MOTOR,4.82,nonaktif
DRV00544,mOtOr,3.9,nonaktif
DRV00545,Mobil,3.79,Aktif
DRV00546,Motor,4.94,Aktif
DRV00547,Motor,4.81,nonaktif
DRV00548,mOtOr,4.0,aktif
DRV00549,mobil,3.64,nonaktif
DRV00550,Mobil,3.61,nonaktif
DRV00551,mOtOr,4.07,aktif
DRV00552,Motor,4.48,Aktif
DRV00553,mOtOr,4.67,Aktif
DRV00554,Motor,3.82,Aktif
DRV00555,MOTOR,3.78,aktif
DRV00556,mOtOr,3.78,nonaktif
DRV00557,mobil,4.18,aktif
DRV00558,mobil,4.87,nonaktif
DRV00559,Motor,4.43,aktif
DRV00560,mOtOr,4.28,aktif
DRV00561,Motor,,aktif
DRV00562,mobil,4.47,nonaktif
DRV00563,MOTOR,4.96,Aktif
DRV00564,mobil,4.22,nonaktif
DRV00565,MOTOR,3.89,nonaktif
DRV00566,MOTOR,4.31,Aktif
DRV00567,MOTOR,3.53,nonaktif
DRV00568,MOTOR,4.58,nonaktif
DRV00569,Motor,4.38,aktif
DRV00570,Mobil,4.89,nonaktif
DRV00571,MOTOR,3.76,aktif
DRV00572,MOTOR,3.98,aktif
DRV00573,MOTOR,3.53,aktif
DRV00574,mobil,4.7,aktif
DRV00575,mobil,4.13,aktif
DRV00576,mOtOr,3.93,nonaktif
DRV00577,MOTOR,3.72,aktif
DRV00578,Mobil,4.66,Aktif
DRV00579,Motor,3.94,nonaktif
DRV00580,mobil,4.33,Aktif
DRV00581,Motor,4.73,nonaktif
DRV00582,mOtOr,4.31,nonaktif
DRV00583,mobil,4.13,aktif
DRV00584,mOtOr,4.32,aktif
DRV00585,Mobil,3.74,Aktif
DRV00586,mOtOr,3.7,aktif
DRV00587,Motor,4.49,Aktif
DRV00588,Mobil,4.52,Aktif
DRV00589,Mobil,3.92,Aktif
DRV00590,Motor,3.83,Aktif
DRV00591,mOtOr,3.59,nonaktif
DRV00592,mOtOr,4.3,aktif
DRV00593,mobil,4.24,nonaktif
DRV00594,Motor,4.58,aktif
DRV00595,mOtOr,4.62,nonaktif
DRV00596,MOTOR,3.95,aktif
DRV00597,mobil,4.29,aktif
DRV00598,MOTOR,4.1,aktif
DRV00599,Mobil,4.4,aktif
DRV00600,MOTOR,4.11,nonaktif
DRV00601,MOTOR,3.93,Aktif
DRV00602,mOtOr,3.56,Aktif
DRV00603,mOtOr,4.4,aktif
DRV00604,Motor,4.28,Aktif
DRV00605,mobil,3.56,aktif
DRV00606,MOTOR,3.53,Aktif
DRV00607,mOtOr,3.89,Aktif
DRV00608,MOTOR,4.76,nonaktif
DRV00609,Motor,4.64,nonaktif
DRV00610,mobil,3.91,aktif
DRV00611,mobil,4.6,nonaktif
DRV00612,mobil,4.2,nonaktif
DRV00613,MOTOR,3.6,nonaktif
DRV00614,Mobil,3.82,aktif
DRV00615,mOtOr,4.86,Aktif
DRV00616,Mobil,4.8,nonaktif
DRV00617,MOTOR,4.84,aktif
DRV00618,mOtOr,4.69,nonaktif
DRV00619,mOtOr,4.71,Aktif
DRV00620,mobil,4.04,nonaktif
DRV00621,Mobil,4.32,Aktif
DRV00622,Motor,4.96,Aktif
DRV00623,mobil,4.39,nonaktif
DRV00624,mOtOr,4.45,aktif
DRV00625,mobil,3.54,Aktif
DRV00626,mobil,3.95,nonaktif
DRV00627,mOtOr,4.02,aktif
DRV00628,Motor,4.42,Aktif
DRV00629,Motor,4.24,nonaktif
DRV00630,Mobil,4.33,nonaktif
DRV00631,Motor,5.0,nonaktif
DRV00632,MOTOR,3.76,nonaktif
DRV00633,mobil,4.22,nonaktif
DRV00634,Mobil,3.57,nonaktif
DRV00635,mobil,4.6,nonaktif
DRV00636,mOtOr,3.7,Aktif
DRV00637,MOTOR,4.56,nonaktif
DRV00638,mOtOr,4.3,nonaktif
DRV00639,Motor,4.4,aktif
DRV00640,Mobil,4.53,Aktif
DRV00641,Motor,4.52,nonaktif
DRV00642,Motor,4.84,nonaktif
DRV00643,MOTOR,3.51,Aktif
DRV00644,mOtOr,4.41,aktif
DRV00645,Mobil,4.95,nonaktif
DRV00646,Motor,4.31,Aktif
DRV00647,MOTOR,3.66,aktif
DRV00648,mobil,3.97,aktif
DRV00649,mobil,4.92,Aktif
DRV00650,Mobil,4.69,Aktif
DRV00651,Motor,,Aktif
DRV00652,Motor,4.61,aktif
DRV00653,mobil,4.36,aktif
DRV00654,Mobil,4.15,aktif
DRV00655,Mobil,4.64,aktif
DRV00656,Motor,4.52,aktif
DRV00657,mobil,4.01,Aktif
DRV00658,Motor,4.59,aktif
DRV00659,MOTOR,4.35,aktif
DRV00660,mobil,4.72,aktif
DRV00661,mOtOr,4.93,nonaktif
DRV00662,mOtOr,3.77,Aktif
DRV00663,Motor,4.35,Aktif
DRV00664,MOTOR,4.36,Aktif
DRV00665,Mobil,3.72,nonaktif
DRV00666,mOtOr,3.89,nonaktif
DRV00667,mOtOr,,Aktif
DRV00668,MOTOR,3.8,aktif
DRV00669,Motor,4.53,Aktif
DRV00670,Motor,3.57,Aktif
DRV00671,mOtOr,4.81,aktif
DRV00672,Motor,3.88,nonaktif
DRV00673,Mobil,3.77,nonaktif
DRV00674,Mobil,3.85,aktif
DRV00675,Motor,4.96,Aktif
DRV00676,MOTOR,4.65,Aktif
DRV00677,mobil,4.07,Aktif
DRV00678,Motor,4.86,nonaktif
DRV00679,MOTOR,3.63,Aktif
DRV00680,mOtOr,4.69,Aktif
DRV00681,Mobil,4.96,nonaktif
DRV00682,mobil,4.69,Aktif
DRV00683,MOTOR,4.93,aktif
DRV00684,mOtOr,4.22,Aktif
DRV00685,Mobil,3.59,aktif
DRV00686,Mobil,4.45,nonaktif
DRV00687,mobil,3.93,Aktif
DRV00688,mOtOr,4.55,Aktif
DRV00689,MOTOR,4.11,aktif
DRV00690,mobil,,Aktif
DRV00691,mOtOr,3.91,nonaktif
DRV00692,Mobil,4.04,nonaktif
DRV00693,MOTOR,4.92,aktif
DRV00694,MOTOR,,aktif
DRV00695,MOTOR,4.67,Aktif
DRV00696,MOTOR,4.51,Aktif
DRV00697,Motor,4.12,Aktif
DRV00698,Mobil,4.48,Aktif
DRV00699,Motor,4.38,nonaktif
